6,0.0001
7,0.0007
8,0.0026
9,0.0078
10,0.0167
11,0.0321
12,0.0543
13,0.0844
14,0.1156
15,0.1238
16,0.1397
17,0.1256
18,0.1033
19,0.0827
20,0.0551
21,0.0304
22,0.0161
23,0.0073
24,0.0017
